Reference area,TIME_PERIOD,fb_index,n_obs,tonnes_CO2,hectares,tonnes_oil,sq_km,cubic_m
France,2008,101.935314721965,2,53494.73945483009,94537.34857142856,83492.97,138065.23153923076,172363.75
France,2009,94.92365345032991,2,52270.93326120253,137915.448,80182.34,138223.84538384614,159386.0
France,2010,100.76956065954761,2,52391.31522076762,132009.80285714284,81944.405,138440.8453846154,174454.25
France,2011,98.5665135514052,2,49726.652637560626,150583.01857142855,80267.755,138602.23076923078,127577.0
France,2012,100.27884530063724,2,49807.756557475994,158302.37714285712,82218.58499999999,138710.76846153845,207465.0
France,2013,95.4923286097239,2,49265.444481517465,162641.2185714286,83662.14499999999,129262.78714285714,237389.5
France,2014,92.69456019381576,2,46398.51502586185,170920.19714285713,78269.34000000001,129363.78499928571,213576.3512775
France,2015,98.66006701551964,2,47007.391923389,200066.90142857144,79437.91500000001,129569.07142857143,189597.302705
France,2016,93.87074711742295,2,47503.19595196066,230721.39714285714,80482.33499999999,129795.06714285714,214505.4732275
France,2017,91.810124204824,2,48288.57407311177,260303.02714285714,80022.17499999999,139610.69461538462,169447.21037
France,2018,86.8518932534372,2,45573.49675154431,301611.2214285714,78308.99,139913.00153923078,202787.9390775
France,2019,86.06365747983615,2,44746.92758141883,331136.58,77464.67,140150.23153846155,165343.0460075
France,2020,87.41339347392599,2,40399.27623629303,370406.21714285715,71280.78,134698.64214285713,169196.7071925
France,2021,88.80459897528354,2,43030.4262811342,402677.47428571427,77951.89,145094.30615384615,206142.2863925
France,2022,82.7837318683768,2,41346.649255542776,413805.5714285714,73219.94,145222.92923,135363.7418162
France,2023,80.68050462879799,2,38325.2105555451,406068.0571428571,70138.98,145250.02615384615,
Germany,1990,134.415,2,147504.72666946083,14934.233333333332,121604.995,97360.83333416667,
Germany,1991,125.865,2,138238.2374097526,9216.02,120328.035,97365.33333333333,2034.0
Germany,1992,118.515,2,132092.96738967343,9121.560000000001,117332.01999999999,97369.83333333333,
Germany,1993,122.825,2,130383.20216200755,9281.42,117225.695,97374.33333333333,
Germany,1994,123.605,2,128802.65875137501,53155.18333333333,115782.945,97377.99999916666,
Germany,1995,107.815,2,128886.94820060735,59372.950000000004,117647.47,97382.49999916666,512.2769230769231
Germany,1996,114.93,2,130934.58229984228,66974.86666666667,122057.11499999999,97386.16666666667,
Germany,1997,107.505,2,126717.12135989452,72889.96666666666,120542.83,97384.0,
Germany,1998,99.225,2,123617.69473721397,77391.05,120159.51999999999,97383.5,1060.7166666666667
Germany,1999,106.17500000000001,2,120249.07967049684,83111.33333333333,116996.16500000001,97381.3333325,
Germany,2000,100.0,2,121026.19455884853,98691.66666666667,115847.15000000001,97380.83333416667,
Germany,2001,97.93,2,122242.42226163587,113514.09999999999,117850.44,97377.08333333333,749.5153846153846
Germany,2002,92.38499999999999,2,122046.65407895397,123819.36666666665,116106.355,97375.83333333333,
Germany,2003,89.52,2,121826.31664900505,130011.41666666667,117643.26000000001,97372.08333333333,
Germany,2004,92.265,2,118157.54243519573,135671.16666666666,117244.095,90471.46153923078,742.376923076923
Germany,2005,91.86,2,116382.98843539796,121987.77142857143,115933.72,90507.61538461539,
Germany,2006,89.285,2,117219.18265528268,124635.3857142857,118356.62000000001,90520.38461538461,
Germany,2007,86.975,2,111920.64224305219,130571.40000000001,111502.15000000001,90547.53846153847,534.52
Germany,2008,90.91,2,112467.75862584304,136704.37142857144,115440.06,90579.07692384617,
Germany,2009,83.53999999999999,2,104964.33880905402,141862.25714285715,108900.58,90611.23076923077,
Germany,2010,84.11000000000001,2,108634.89036606395,148023.79857142858,116594.575,90643.61538461539,2832.551525
Germany,2011,80.545,2,105411.18350446537,151591.61428571428,111168.66,90665.75384615385,1508.4918499999999
Germany,2012,87.32000000000001,2,106940.87096572075,143599.67142857143,112517.675,90682.89307615385,1377.51385
Germany,2013,84.15,2,108759.41440241146,150628.2857142857,115082.40000000001,90760.4923076923,2099.5651975749997
Germany,2014,81.11500000000001,2,104956.5678159081,154189.52857142856,109612.81,90772.70769230768,1235.1792076
Germany,2015,86.09,2,105599.8833659333,157971.57142857142,111183.59,90804.0,1219.9650950999999
Germany,2016,84.66,2,105282.33592557396,168745.68571428573,112920.54,84505.42857142857,2000.0889856000001
Germany,2017,81.045,2,103061.30303236953,169088.0142857143,114154.79,90940.99999923076,1175.9852388
Germany,2018,78.925,2,105793.74990087839,180931.7285714286,113161.04999999999,91010.0769223077,1131.9604363
Germany,2019,81.73,2,98643.53061274221,190868.97142857144,112730.695,91068.76923076923,1637.9065861000001
Germany,2020,87.95,2,91531.08823006725,233715.9,109242.345,91305.46153846153,870.2679122
Germany,2021,90.14,2,93668.80689953541,235193.88571428572,111886.36,91315.76922999999,915.7822075
Germany,2022,87.66,2,93249.91443419202,239433.07142857142,105924.34000000001,91318.84615384616,1399.54135375
Germany,2023,86.5,2,83916.78594259592,270757.6142857143,99481.5,85099.35714285714,
Greece,2007,100.0,2,16814.883175614745,41565.62,11462.07,33019.484615384616,312.775
Greece,2008,101.36113052411756,2,16289.800623072166,47181.14,11158.744999999999,33094.015384615384,
Greece,2009,109.09705972584806,2,15416.01963918325,48622.91428571429,10756.71,33101.46923153846,
Greece,2010,99.64016938578786,2,14653.775446709566,46235.48285714286,10141.915,33089.692307692305,3419.023
Greece,2011,104.249895650027,2,14297.069031406516,32473.664285714283,9869.055,33067.338461538464,1777.31
Greece,2012,93.6676855322911,2,13870.645078493411,67981.63285714286,8707.93,33323.2923076923,1829.5104545454546
Greece,2013,94.92101550688571,2,12726.587047463649,56736.06428571429,7805.87,33320.63076923077,2096.308636363636
Greece,2014,102.82255696227205,2,12319.058666931358,53841.64571428572,7882.635,33362.66153846154,1821.385909090909
Greece,2015,93.39886766737794,2,11714.004214127623,60125.33285714286,8349.375,33454.69230846154,2058.8663636363635
Greece,2016,88.32957648113825,2,11193.746909710482,50903.53857142857,8365.710000000001,31118.235715,2003.9205714285715
Greece,2017,90.620656130562,2,11686.228033475365,60508.60428571428,8289.7,33661.553846153845,1743.527523809524
Greece,2018,88.4300607674839,2,11213.118399365621,72329.02857142857,7993.735000000001,33827.29307692307,2023.1741904761907
Greece,2019,102.77044631118235,2,10350.025598608247,77437.74142857142,8121.075,33957.37846153846,1717.4877142857142
Greece,2020,91.11607544109646,2,9075.90620554995,78309.08857142857,7590.82,34064.17615384615,1567.2804285714287
Greece,2021,107.674606012863,2,9343.7552815298,92746.43285714286,7753.6849999999995,34064.17538461538,2104.4081137666667
Greece,2022,84.0448341052028,2,9302.286637894096,2270.46,7946.43,34364.347692307696,1646.4423172857144
Greece,2023,83.14427272790829,2,8662.931728920872,2233.943333333333,7809.7,34364.34792307692,1674.9495025714289
Greece,2024,90.68473254928155,2,,2120.3250000000003,,31752.0,1524.3557099047619
Hungary,1999,102.0,2,9425.465050943245,7472.8,8956.885,24319.536250416666,139.7125
Hungary,2000,100.0,2,9128.712642135293,9993.828571428572,8945.759999999998,24298.475333333332,505.1000000000001
Hungary,2001,98.5,2,9226.696712309706,13645.328571428572,9240.375,24308.909750000003,451.1333333333334
Hungary,2002,97.5,2,9097.289636374382,17342.542857142857,9362.59,24319.345,466.93333333333334
Hungary,2003,96.5,2,9256.404631751313,18981.457142857143,9615.49,24329.780165833334,486.3333333333333
Hungary,2004,95.5,2,9194.68151795508,21334.14285714286,9630.245,22566.790385384615,428.59999999999997
Hungary,2005,95.5,2,8949.336650865709,20701.614285714284,10516.585000000001,22571.015153846154,140.48
Hungary,2006,95.5,2,8929.763929504485,19854.542857142857,10365.845,22575.67846153846,370.143
Hungary,2007,96.5,2,8703.789395321888,17570.542857142857,9886.939999999999,22584.46477,375.656
Hungary,2008,97.5,2,8336.893249234636,19854.471428571425,9773.695,22594.766538461536,426.9015
Hungary,2009,98.0,2,7729.000647820811,22348.785714285714,9509.745,22763.944384615384,323.25966666666665
Hungary,2010,98.5,2,7793.866535306847,20382.86142857143,9730.345000000001,22763.83846192308,103.97
Hungary,2011,99.5,2,7640.068899964197,19927.397142857142,9612.17,22763.596923153847,103.11999999999998
Hungary,2012,102.5,2,7201.331470048168,20811.745714285713,9083.300000000001,22770.586153923075,1444.8818181818183
Hungary,2013,106.0,2,6919.262683961943,20871.98285714286,9195.935,22773.113846230768,1378.1237272727274
Hungary,2014,110.0,2,6873.448960335214,19996.068571428572,9155.325,22882.641538615382,97.87929999999999
Hungary,2015,113.5,2,7213.957787795451,20694.932857142856,9719.724999999999,22888.861539384616,101.47
Hungary,2016,116.0,2,7405.270878360273,28781.68571428571,9925.07,21320.897143000002,101.2159
Hungary,2017,119.0,2,7598.973655372882,30691.62142857143,10363.570000000002,22941.532308,105.0095
Hungary,2018,121.5,2,7634.536248618865,32077.028571428575,10372.22,22948.40615346154,105.49173
Hungary,2019,122.5,2,7559.351910156278,45464.43142857143,10403.26,23019.972308153847,107.04936000000001
Hungary,2020,123.0,2,7184.059612662451,45097.840000000004,10292.8,23018.023000153848,107.53298199999999
Hungary,2021,123.0,2,7314.519869163798,43997.548571428575,10963.480000000001,23016.67023076923,109.33922
Hungary,2022,122.5,2,6808.428016195141,47854.72285714286,10193.064999999999,23042.050077153843,1021.6382379375
Hungary,2023,121.5,2,6225.661805555089,47816.72857142857,9596.16,21462.2857145,1131.6564557058825
Hungary,2024,119.5,2,,46062.21,,13875.306666666665,1130.7118532352943
Ireland,1998,88.4056903672846,1,9231.837099320384,1652.75,4865.5,17843.84666675,
Ireland,1999,92.091070528002,1,9362.885011004992,1652.6833333333332,5112.655000000001,17857.9066665,
Ireland,2000,100.0,1,9620.030978445517,1654.5999999999997,5536.465,17871.966666583332,
Ireland,2001,97.6758151653346,1,9955.06003938867,1668.1166666666668,5649.71,17879.468333083332,
Ireland,2002,98.5628964841289,1,9681.634862668547,6502.583333333333,5628.490000000001,17886.970000166668,
Ireland,2003,91.3359852291113,1,9803.802746373083,6297.243333333333,5658.514999999999,17894.471666333335,
Ireland,2004,98.9717125066185,1,9600.452396795601,6633.001666666667,5855.0650000000005,16548.51384584615,
Ireland,2005,101.764945755926,1,9769.133207375484,7333.420000000001,6257.349999999999,16558.669230769232,
Ireland,2006,103.872044759815,1,9642.297587284342,7705.301666666666,6388.335,16567.440000384617,
Ireland,2007,106.875696269633,1,9895.935370232226,8356.156666666668,6248.375,16577.287692384616,609.0
Ireland,2008,108.670050059387,1,9335.76689923638,7508.827142857143,6384.84,16585.52000053846,
Ireland,2009,105.343631741714,1,8604.592769625671,8216.75857142857,5832.15,16596.367692692307,
Ireland,2010,101.452690727891,1,8661.990715196118,8204.698571428571,5835.755,16603.29230746154,
Ireland,2011,103.023448190049,1,8430.534719338577,8205.00857142857,5405.39,16613.260000384616,669.0
Ireland,2012,100.262866039225,1,8084.912358204166,8905.782857142856,5295.62,16617.458461615384,0.0
Ireland,2013,96.7245918053255,1,8466.44026228406,9034.708571428571,5323.955,16625.579999999998,0.0
Ireland,2014,106.68866442898,1,8507.258168526245,8752.474285714286,5241.425,16627.470769230767,0.0
Ireland,2015,108.593736509958,1,8783.700411044847,11764.944285714286,5402.865,16648.976923538463,0.0
Ireland,2016,107.373735404804,1,9015.356325946173,12297.771428571428,5630.665,16657.769231076923,0.0
Italy,2000,100.0,2,65916.49724185695,185284.4833333333,65871.585,81441.46000083334,
Italy,2001,91.595,2,65280.15601922223,8374.36,67338.51,81496.3575,
Italy,2002,99.925,2,65680.58104548369,201653.35,67488.955,81551.25583416667,
Italy,2003,93.55000000000001,2,68596.60314227306,182123.44999999998,70529.34000000001,81606.15416666666,
Italy,2004,92.43,2,68681.21759455065,165786.83333333334,70453.93000000001,76113.27923153846,
Italy,2005,88.17500000000001,2,68679.88985582915,184832.63333333333,72147.655,76250.8776923077,1695.83
Italy,2006,89.63,2,67418.11342049953,197438.7666666667,71416.975,76363.86076846154,
Italy,2007,100.78,2,68578.60215670137,198186.4,70780.51,76416.07461538461,
Italy,2008,98.42500000000001,2,65595.52826246145,173155.68333333332,70659.39499999999,76352.9030776923,1785.316
Italy,2009,91.0,2,58788.90230022337,554995.25,66819.055,76483.57769230769,
Italy,2010,95.095,2,59587.45998162162,191477.95833333334,68230.21,76540.40846153846,11098.76
Italy,2011,104.905,2,58595.28097360067,188741.05833333335,65265.78,76508.71153846153,
Italy,2012,99.765,2,57062.08701925006,200006.81666666665,64019.445,76544.24538461538,777.463576923077
Italy,2013,98.345,2,51489.63579717243,225174.31666666665,61808.45,76640.70153846154,
Italy,2014,101.695,2,48890.25643638163,237073.2616666667,59444.565,76676.69769230769,
Italy,2015,77.7,1,50070.309455638155,254484.785,60754.155000000006,76738.84692384615,762.7729642857142
Italy,2016,74.7,1,49558.83972467726,305189.27499999997,60236.45,71703.87214285714,306.87666666666667
Italy,2017,72.6,2,50114.05897018905,323986.0883333333,60784.245,77198.08076923076,304.1133333333333
Italy,2018,72.2,1,47757.995722005275,332157.49333333335,60844.255000000005,77305.39077,1819.73
Italy,2019,73.8,1,46518.22722615499,338137.52499999997,60218.2,77401.6976923077,300.64000000000004
Italy,2020,70.59,2,42752.33747448647,355027.5983333333,55097.2,77549.77615307692,1802.15
Italy,2021,72.88999999999999,2,47664.82528051578,370240.815,60651.365,77630.15222999999,
Italy,2022,71.45,2,47626.61431689464,397458.44166666665,58399.515,77765.76153846153,1763.3880000000001
Italy,2023,68.37,2,43074.51142099139,415196.4683333333,56243.725000000006,77856.58923153846,
Italy,2024,66.39500000000001,2,,424943.7316666667,,62729.799999999996,1516.08
Latvia,1995,102.97,1,428.3526482608766,1359.92,1992.905,18434.833333333332,6.666666666666667
Latvia,1996,107.4,1,412.7550100483232,1359.3799999999999,1961.335,18440.500000833334,
Latvia,1997,108.08,1,495.5328439550257,822.375,1934.245,18446.166666666668,
Latvia,1998,113.27,1,507.2890317825917,1362.08,1874.465,18451.833333333332,165.51666666666668
Latvia,1999,110.29,1,724.2364428842469,1358.42,1770.48,18457.5,152.83333333333334
Latvia,2000,100.0,1,346.1681210568394,831.14,1699.775,18463.1666665,14.222659090909092
Latvia,2001,121.84,1,338.6054865489125,826.74,1854.6899999999998,18474.093334083333,13.799911111111111
Latvia,2002,103.85,1,490.7211604566335,835.1600000000001,1883.875,18485.020000666667,15.955255319148934
Latvia,2003,105.35,1,557.2008583408503,826.3399999999999,1974.405,18495.946667416665,16.225021276595744
Latvia,2004,93.75,1,882.2472854107309,5073.833333333333,2032.7849999999999,17103.344615384616,14.516702127659574
Latvia,2005,100.235,2,960.1227708263825,20530.616666666665,2094.0350000000003,17184.584615384614,14.493765957446808
Latvia,2006,97.005,2,952.8761830585466,30006.283333333336,2185.3999999999996,17238.132308461536,12.65491489361702
Latvia,2007,103.50999999999999,2,1056.1520885838208,25501.733333333334,2264.8250000000003,17227.44923076923,11.218212765957446
Latvia,2008,108.46000000000001,2,956.4425174416544,27741.833333333332,2147.005,17246.68923153846,11.249367346938774
Latvia,2009,98.56,2,1151.0368951309038,27502.399999999998,2071.375,17256.929231538463,10.387612244897959
Latvia,2010,101.08,2,1449.0068433273514,28518.516666666666,2109.675,17270.015385384617,11.211530612244898
Latvia,2011,97.47999999999999,2,1307.7291478804264,31482.05,1994.065,17289.476923846152,8.806469387755103
Latvia,2012,96.14,2,1166.6873908935531,33420.683333333334,2073.725,17302.477154615386,9.192836734693877
Latvia,2013,105.01,2,1275.259773364882,31786.95,1992.59,17299.784770000002,9.122530612244898
Latvia,2014,101.91499999999999,2,1622.4452323799355,34733.9,2007.495,17316.553923076925,8.273979591836735
Latvia,2015,104.625,2,1522.0987186794616,39435.683333333334,1973.53,17342.323154615384,8.552489795918367
Latvia,2016,88.265,2,1362.550548355133,44050.450000000004,1981.02,16137.444499285715,8.690938775510205
Latvia,2017,94.135,2,1239.3573187422157,45671.950000000004,2073.985,17381.94169153846,9.130510204081633
Latvia,2018,88.83500000000001,2,1519.2655927689443,47593.65,2154.395,17396.25092307692,9.718
Latvia,2019,82.82,2,1352.3096409628345,49173.71666666667,2109.24,17408.94469230769,9.174959183673469
Latvia,2020,90.125,2,1514.160905255512,49405.11666666667,2051.02,17415.561615384617,8.305
Latvia,2021,85.025,2,1672.2462689750573,51248.11666666667,2141.77,17429.150769461536,6.615857142857143
Latvia,2022,74.16499999999999,2,1922.3301373433824,53021.299999999996,2056.22,17442.355384615385,5.742571428571428
Latvia,2023,84.005,2,1803.1490746856357,50403.76666666666,2032.2150000000001,17435.329307846154,5.811816326530612
Latvia,2024,75.715,2,,52092.78333333333,,23069.293333333335,5.562551020408163
Lithuania,1994,70.358,1,2700.5937813584683,2008.6200000000001,2653.965,17542.5,
Lithuania,1995,65.291,1,2591.959653039258,2003.9800000000002,2650.245,17548.75,
Lithuania,1996,68.782,1,3178.2587293062957,1668.0333333333335,2637.28,17554.999999166666,
Lithuania,1997,85.909,1,2999.8922559498237,1668.3833333333332,2620.0350000000003,17561.25,
Lithuania,1998,87.278,1,2431.7988936471215,1666.3,2614.71,17567.500000333333,
Lithuania,1999,93.934,1,2104.954375926307,1664.4833333333333,2391.485,17573.749999666667,
Lithuania,2000,100.0,1,1682.0154852647004,1109.2,2247.42,17579.9999995,198.9904884
Lithuania,2001,83.634,1,1959.6921505129303,640.76,2356.18,17592.5,241.2326516
Lithuania,2002,61.09,1,2084.969076376385,635.42,2449.0099999999998,17605.0,275.9460112
Lithuania,2003,98.209,1,2170.9028430351764,1125.3799999999999,2521.665,17617.499999166666,310.9477902
Lithuania,2004,82.827,1,2313.6567281113953,6243.028571428571,2600.46,16303.461538461539,297.21156116
Lithuania,2005,90.836,1,2494.8929006731587,10306.271428571428,2722.6150000000002,16338.307691538463,212.00766439999998
Lithuania,2006,79.189,1,2574.18204422673,14885.4,2871.79,16371.307693076922,190.68311559999998
Lithuania,2007,69.587,1,2648.8719244624813,18237.214285714286,3242.57,16401.076923846154,217.3275212
Lithuania,2008,73.528,1,2495.4216164348886,18488.32857142857,3135.79,16413.23076846154,220.56042560000003
Lithuania,2009,82.571,1,1969.9600638505563,19499.928571428572,2681.055,16430.07692346154,242.45683440000002
Lithuania,2010,86.439,1,1808.6689963628978,21618.842857142856,2754.9049999999997,16452.769230846156,107.5360076
Lithuania,2011,77.434,1,1835.529114830896,22874.085714285717,2985.145,16461.923077153846,82.84302
Lithuania,2012,72.063,1,1889.2294865649308,23500.100000000002,3044.005,16467.76923023077,86.4021328
Lithuania,2013,74.55,1,1774.263700403479,24853.714285714286,2873.575,16475.923076692306,70.56998423076924
Lithuania,2014,80.485,1,1843.9823934797128,24666.285714285714,2945.865,16474.307692076924,74.57542032692308
Lithuania,2015,79.293,1,1966.8269720840506,31683.29857142857,2991.9249999999997,16514.76923076923,70.85890407692307
Lithuania,2016,69.361,1,2050.652510475637,32819.397142857146,3070.76,15342.598571428573,67.16758996153847
Lithuania,2017,64.028,1,2115.0061463967863,34589.857142857145,3272.105,16533.827692307692,64.57792971153846
Lithuania,2018,58.5,1,2169.371478020427,35388.84285714286,3331.7999999999997,16539.08769153846,60.207096826923085
Lithuania,2019,61.69,1,2211.7278216539275,35757.32571428571,3364.07,16541.73230846154,64.18252015384616
Lithuania,2020,50.91,1,2205.21339754665,34803.95857142857,3248.71,15414.707141428571,87.98696401923077
Lithuania,2021,46.36,1,2203.760700583664,38565.44857142858,3361.055,16559.86153830769,80.57923046153846
Lithuania,2022,45.24,1,1993.616172831547,39923.75,3020.865,16568.115383384615,64.77216194230769
Lithuania,2023,47.65,1,1972.4733826927252,37764.694285714286,2991.625,16558.446155,61.75495261538461
Lithuania,2024,48.94,1,,36955.38142857143,,14756.733333333332,66.42514728846153
Luxembourg,2010,100.0,2,1736.3816761219339,562.8671428571429,1984.9850000000001,673.8938607692307,0.0
Luxembourg,2011,117.098701298701,2,1708.4523034373924,562.8814285714286,1981.74,673.8553992307692,10.5
Luxembourg,2012,106.155844155844,2,1665.7560710947885,636.71,1938.66,674.378476923077,10.5
Luxembourg,2013,102.5006493506492,2,1576.1408041471739,681.8885714285715,1914.1599999999999,674.6861684615385,14.6475
Luxembourg,2014,82.1818181818182,2,1511.7188967723882,688.0585714285714,1834.075,674.6784684615384,15.0625
Luxembourg,2015,78.01623376623374,2,1449.502553667946,649.0285714285714,1801.21,674.4784769230769,3.4491500000000004
Luxembourg,2016,92.3863636363635,2,1406.517832275248,693.2585714285715,1803.755,627.5514357142857,3.4034
Luxembourg,2017,94.54155844155821,2,1440.617862111641,824.29,1839.2450000000001,628.1612285714285,3.6439999999999997
Luxembourg,2018,95.10584415584395,2,1496.981492481445,872.7071428571428,1906.725,628.3660142857143,3.8794285714285714
Luxembourg,2019,78.4116883116883,2,1508.3314752712224,877.2671428571429,1931.68,628.3515142857143,4.062904761904762
Luxembourg,2020,120.2467532467535,2,1260.1577411318297,920.8785714285714,1665.88,628.5327285714286,3.834285714285714
Luxembourg,2021,106.18896103896085,2,1295.3180739109969,1031.8414285714287,1751.705,629.046085,3.9301000000000004
Luxembourg,2022,92.6883116883117,2,1120.2764095079915,1226.2657142857145,1544.91,646.4157285714285,3.5509999999999997
Luxembourg,2023,105.60974025974,2,1066.3991822505602,1295.162857142857,1493.1699999999998,632.1991564285714,3.9182105263157894
Luxembourg,2024,114.5123376623375,2,,1412.1557142857143,,591.3333333333334,4.007894736842106
Netherlands,1990,111.32997279470749,2,28314.354167293302,2077.516666666667,28851.74,9383.608333333334,557.48
Netherlands,1991,106.3237399417485,2,29296.51851686503,2349.0499999999997,30068.199999999997,9384.789166666667,347.0
Netherlands,1992,106.7456606361915,2,29296.81579897905,2477.3166666666666,29683.39,9385.969999166666,694.5
Netherlands,1993,106.51641902185315,2,29401.540401794406,2487.2999999999997,30306.165,9387.150834166667,674.5
Netherlands,1994,109.9115778873235,2,29419.969800122,2553.633333333333,30389.85,9388.3316675,687.0
Netherlands,1995,102.68814946620469,2,29488.601110048603,2944.7999999999997,30953.67,9389.512499999999,514.2
Netherlands,1996,100.42717833278465,2,30719.683519731218,2622.5285714285715,33126.07,9390.693333333335,878.7352941176471
Netherlands,1997,109.004989177713,2,29604.539559327062,823.8000000000001,31758.525,9391.874166666666,515.875
Netherlands,1998,103.1550312667395,2,29628.559980922768,3875.414285714286,31654.045,9393.055,511.55
Netherlands,1999,94.94281577663341,2,28165.48765471508,4479.5,31607.105,9394.2358325,519.75
Netherlands,2000,100.0,2,27969.340015769467,5329.342857142858,31739.34,9395.4166675,176.50818181818184
Netherlands,2001,96.6495070187223,2,28237.17303829575,5823.728571428571,32055.895,9396.581666666667,2074.3820588235294
Netherlands,2002,92.58911342826585,2,27902.860392223945,6791.614285714286,32276.225,9397.7466675,163.00666666666666
Netherlands,2003,95.57225523410835,2,27952.68886102778,6688.4857142857145,33416.885,9398.9116675,1347.81
Netherlands,2004,92.7772064869237,2,28145.545595969234,7591.142857142857,33633.515,8714.07076923077,1397.5163461538464
Netherlands,2005,92.256980519222,2,27449.555061449606,7676.099999999999,33455.31,8716.376923076923,1281.690769230769
Netherlands,2006,89.43747075054135,2,26793.93457457428,7614.2,33100.57,8717.144615384615,1254.3061538461538
Netherlands,2007,88.73142043467854,2,26652.291896132243,7407.900000000001,32524.83,8717.143076923077,1262.2109615384616
Netherlands,2008,88.0453361154576,2,26731.381362668613,7911.085714285714,32354.07,8720.833846153846,1246.6103846153846
Netherlands,2009,83.23530846055915,2,26010.704632327383,7748.342857142858,31912.51,8716.447693076923,1334.1017307692307
Netherlands,2010,84.9244632116184,2,27451.90534102208,7288.161428571429,34648.47,8714.83076923077,1326.1419230769231
Netherlands,2011,86.22778000225381,2,25707.090756995338,7420.674285714286,32018.305,8713.26923,1282.9940384615386
Netherlands,2012,84.60063787784036,2,25161.289443026297,7535.585714285714,32395.23,8712.707692307693,1325.158076923077
Netherlands,2013,81.5714885050933,2,25078.691528124527,7669.585714285714,31807.255,8704.453846153845,1408.298653846154
Netherlands,2014,85.9024165158482,2,24142.949864585196,7700.028571428571,29309.125,8702.969230769231,1407.3378846153848
Netherlands,2015,88.53701655552734,2,25094.99510351413,7718.108571428572,29694.615,8702.484614615385,1479.8511538461537
Netherlands,2016,87.8170990828184,2,25146.34044821114,8429.844285714285,30502.965,8089.914285714286,1466.94
Netherlands,2017,87.96393707842066,2,24732.477526474704,9123.369999999999,31074.379999999997,8710.09999923077,1377.2957692307693
Netherlands,2018,85.46286729973146,2,24053.932051365977,9787.487142857144,30859.875,8713.984615384616,1312.666903846154
Netherlands,2019,84.96753975760035,2,23311.223013788447,10392.774285714286,30099.025,8717.459999230769,1342.539596153846
Netherlands,2020,87.1468109447973,2,21210.80829998414,10896.848571428573,29298.425,8720.528461538463,1292.1015384615384
Netherlands,2021,86.7639588100616,2,21486.524135763128,11577.107142857143,29899.059999999998,8724.542306923076,1361.1453745
Netherlands,2022,86.93936456541815,2,19830.310283476425,12105.162857142857,26203.605,8727.743076923078,551.9615142857143
Netherlands,2023,84.6150334353534,2,18510.244953904363,13224.99142857143,25793.82,8130.252864285714,501.0348511111111
Netherlands,2024,83.3563313433273,2,,13652.935714285715,,2459.2000000000003,
Norway,1996,95.44999999999999,2,5822.166615605642,1551.1714285714286,9819.425,103152.03333318334,209.0
Norway,1997,92.95,2,5443.056774265121,2097.8142857142857,9786.134999999998,103150.49999965,
Norway,1998,98.65,2,5451.298205839849,2653.442857142857,10196.26,103148.96666641667,293.0
Norway,1999,104.15,2,5011.9816292033,3105.1857142857143,10299.165,103147.43333302501,608.6666666666666
Norway,2000,100.0,2,5139.1099056275825,3355.414285714286,10060.605,103145.89999979165,317.6
Norway,2001,93.75,2,4915.337956032986,4235.542857142857,10365.565,103141.79999976668,343.375
Norway,2002,92.65,2,4692.71680958023,5074.128571428571,10151.75,103137.69999991667,400.8333333333333
Norway,2003,96.9,2,4879.599477241376,5875.914285714286,10268.1,103133.599999325,190.14
Norway,2004,90.35,2,4896.37924621805,6283.7,10413.019999999999,95227.99230705385,194.20000000000002
Norway,2005,86.6,2,4625.51185757308,6563.371428571429,10402.425,95225.74615387691,179.59599999999998
